
EXP:	Mon Oct 31 09:20:45 2005
CONFLICTS SIMULATION:
Mode 2: Initialisation from file conflicts1.net

Number of agents=	69
Number of connections=	98
BEGIN OF REP #1 M.of.INITIAL=	-1.1	M.of.NOISE=	-0.5
 STEP/VERSION	Mean(State)	Min(State)	Max(State)	SD(State)	Mean(Acctivity)	Min(Acctivity)	Max(Acctivity)	SD(Acctivity)	
80	0.800853	0.577707	0.830327	0.0444041	0.789487	-0.00589499	0.837527	0.162336	
90	0.803421	0.564527	0.834815	0.0480872	0.787694	-0.00564116	0.83298	0.161857	
100	0.802742	0.570059	0.832709	0.048323	0.787294	-0.00604156	0.830376	0.161841	
110	0.802735	0.588842	0.830146	0.0459148	0.78729	-0.00568524	0.831702	0.161778	
120	0.803554	0.578353	0.833528	0.048262	0.785911	-0.00554267	0.827722	0.161461	
130	0.801106	0.566139	0.827175	0.0485047	0.787746	-0.00567719	0.838088	0.161925	
140	0.802526	0.563867	0.845731	0.0449667	0.787579	-0.0058133	0.831563	0.161939	
150	0.803037	0.579285	0.833011	0.0428461	0.78876	-0.00559768	0.835059	0.162089	
160	0.803598	0.581465	0.829396	0.0449263	0.786571	-0.00554006	0.838429	0.161749	
170	0.802485	0.578469	0.829692	0.0441501	0.787559	-0.00614451	0.835862	0.161892	
180	0.802348	0.592493	0.830225	0.0439417	0.789194	-0.00575613	0.837164	0.162251	
190	0.802818	0.563571	0.830273	0.0468039	0.787375	-0.00559513	0.832772	0.161807	
200	0.803648	0.54912	0.83606	0.0498616	0.785602	-0.00582656	0.83204	0.161436	
210	0.803284	0.562648	0.829067	0.0474856	0.787415	-0.00563239	0.830007	0.161812	
220	0.802636	0.584505	0.835967	0.0470984	0.786776	-0.00572767	0.831334	0.161677	
230	0.803056	0.573816	0.829112	0.0457376	0.786606	-0.00572673	0.830622	0.161642	
240	0.801916	0.568384	0.838452	0.0498664	0.786667	-0.00560907	0.837822	0.16166	
250	0.80357	0.544813	0.830886	0.0490355	0.787567	-0.00563903	0.833225	0.161838	
260	0.801343	0.583944	0.83339	0.0447109	0.786345	-0.00567679	0.828978	0.161603	
270	0.802432	0.533765	0.839336	0.0521949	0.787304	-0.00573251	0.83217	0.161776	
280	0.803378	0.584323	0.835055	0.0456908	0.789653	-0.00594603	0.833083	0.162327	
290	0.80083	0.558431	0.830245	0.0489189	0.787675	-0.0057724	0.836078	0.16194	
300	0.800738	0.57133	0.832156	0.0458111	0.788315	-0.00566384	0.82913	0.161981	
310	0.802287	0.546507	0.833837	0.0488984	0.787604	-0.005814	0.830173	0.161881	
320	0.804193	0.545936	0.839472	0.0490769	0.786681	-0.00570129	0.830706	0.161667	
330	0.803487	0.557748	0.830321	0.0460828	0.788568	-0.00551277	0.834824	0.162106	
340	0.803357	0.589106	0.834137	0.0460888	0.788163	-0.00558602	0.832306	0.16195	
350	0.80405	0.592839	0.832919	0.0438779	0.78701	-0.00601048	0.832175	0.161837	
360	0.802407	0.584616	0.834584	0.0450672	0.786161	-0.00587513	0.833694	0.161621	
370	0.801433	0.573418	0.833704	0.048763	0.788615	-0.00566491	0.83253	0.162077	
380	0.802926	0.578237	0.833697	0.0476481	0.785338	-0.00597882	0.832664	0.161485	
390	0.803409	0.56634	0.833118	0.047929	0.786362	-0.00566403	0.831376	0.161618	
400	0.802582	0.569829	0.8292	0.0465578	0.786823	-0.00586344	0.832481	0.161731	
410	0.802833	0.565447	0.833907	0.0489547	0.787055	-0.0056664	0.835209	0.161761	
420	0.800839	0.566488	0.834484	0.0493236	0.788434	-0.00582315	0.83482	0.162062	
430	0.801062	0.571573	0.830051	0.0471034	0.786407	-0.00571685	0.834938	0.161663	
440	0.803158	0.56621	0.82957	0.0481247	0.785857	-0.00593492	0.829251	0.161549	
450	0.801484	0.574375	0.836415	0.0489319	0.788643	-0.00589155	0.833482	0.162135	
460	0.803812	0.582895	0.833262	0.045071	0.786973	-0.00606952	0.829192	0.161738	
470	0.801928	0.568491	0.834788	0.0486569	0.785537	-0.00583498	0.832109	0.161459	
480	0.802871	0.567627	0.833001	0.0478916	0.788672	-0.00552476	0.83228	0.162072	
490	0.802598	0.59858	0.836804	0.0426952	0.78804	-0.00598215	0.835169	0.162038	
500	0.803945	0.548597	0.838088	0.0488412	0.78656	-0.005603	0.831838	0.161699	
510	0.803013	0.591243	0.832398	0.04428	0.786371	-0.00567509	0.827562	0.161554	
520	0.803933	0.594198	0.83242	0.0438145	0.789168	-0.00594558	0.836779	0.162227	
530	0.802931	0.56764	0.835909	0.0484186	0.787763	-0.00535696	0.836329	0.161867	
540	0.803535	0.58573	0.83274	0.043892	0.786701	-0.00610689	0.830863	0.161712	
550	0.803123	0.575025	0.833017	0.0442588	0.787086	-0.00588873	0.833247	0.161793	
560	0.80442	0.583301	0.836023	0.0461664	0.78548	-0.00592859	0.833026	0.161431	
570	0.802549	0.578186	0.829191	0.0466742	0.786959	-0.00594883	0.8383	0.16184	
580	0.804112	0.563182	0.839141	0.0452499	0.787482	-0.00543151	0.836911	0.161863	
590	0.802778	0.569902	0.832176	0.0503675	0.788262	-0.0060746	0.837192	0.162077	
600	0.802514	0.576033	0.830533	0.0473437	0.788306	-0.00606541	0.835359	0.162034	
610	0.801048	0.563529	0.83468	0.0484779	0.785856	-0.00560439	0.833031	0.161504	
620	0.803864	0.566916	0.831493	0.045025	0.788678	-0.00572201	0.832268	0.162086	
630	0.801491	0.576628	0.834024	0.0463045	0.785024	-0.00588491	0.830805	0.161364	
640	0.803661	0.562622	0.840726	0.0502792	0.786438	-0.00558639	0.831192	0.161606	
650	0.799679	0.550255	0.829659	0.048456	0.787141	-0.00579541	0.829423	0.161759	
660	0.802823	0.558147	0.83421	0.0450891	0.784663	-0.00549135	0.828477	0.161252	
670	0.800945	0.557436	0.835861	0.0512316	0.787174	-0.00589939	0.83294	0.161767	
680	0.803087	0.563322	0.832001	0.0467847	0.788718	-0.00568593	0.831665	0.162079	
690	0.803515	0.578551	0.832261	0.0452503	0.78664	-0.00573946	0.830372	0.161644	
700	0.802455	0.553727	0.829116	0.0463034	0.787616	-0.00577534	0.831475	0.161898	
710	0.803254	0.56594	0.836476	0.0457646	0.786526	-0.00559758	0.834049	0.161623	
720	0.803352	0.581531	0.834675	0.0453855	0.786437	-0.00568781	0.831066	0.16167	
730	0.802303	0.581308	0.830668	0.0460194	0.787561	-0.0057655	0.828095	0.161861	
740	0.804563	0.585245	0.836493	0.0466917	0.787452	-0.00572036	0.830922	0.16184	
750	0.803102	0.57847	0.837788	0.0463643	0.789312	-0.00594753	0.838141	0.162261	
760	0.803859	0.579518	0.831455	0.0464443	0.786802	-0.00579829	0.830559	0.161751	
770	0.799821	0.575751	0.831576	0.047207	0.787325	-0.00562215	0.837888	0.161865	
780	0.801823	0.582087	0.83331	0.046239	0.787833	-0.00585982	0.834487	0.161925	
790	0.803881	0.598294	0.829281	0.0440808	0.785671	-0.00573877	0.832689	0.161496	
800	0.802795	0.584583	0.834905	0.0463388	0.78637	-0.0058558	0.830253	0.161667	
810	0.802035	0.58234	0.83099	0.04543	0.788075	-0.00582726	0.836084	0.162043	
820	0.804603	0.595097	0.832601	0.0427399	0.786296	-0.00569555	0.829428	0.161606	
830	0.803365	0.579327	0.838218	0.0453656	0.786555	-0.00573863	0.832276	0.161641	
840	0.800929	0.581258	0.833192	0.0458382	0.788068	-0.00581504	0.834954	0.161993	
850	0.800886	0.56102	0.829535	0.0464492	0.788228	-0.00589468	0.832153	0.162	
860	0.803221	0.581187	0.832869	0.0460707	0.78777	-0.00552538	0.832917	0.16191	
870	0.803324	0.596861	0.835494	0.0444619	0.788729	-0.00571263	0.835715	0.162133	
880	0.801917	0.545498	0.835648	0.0493677	0.787952	-0.00544713	0.837007	0.161979	
890	0.801731	0.581598	0.83664	0.0465203	0.787383	-0.00592186	0.84041	0.161932	
900	0.804804	0.566314	0.833029	0.0493336	0.787171	-0.00591063	0.834009	0.161794	
910	0.802092	0.582454	0.832593	0.046239	0.787349	-0.00574692	0.837442	0.16187	
920	0.80424	0.592416	0.83353	0.0458838	0.786895	-0.00585387	0.83284	0.161758	
930	0.799638	0.543065	0.828628	0.0502764	0.78891	-0.00548964	0.833864	0.162209	
940	0.803099	0.592092	0.838549	0.0461774	0.787311	-0.00598864	0.833143	0.161872	
950	0.80157	0.557085	0.835957	0.04871	0.788075	-0.00566007	0.833578	0.161963	
960	0.800479	0.584299	0.833498	0.0467272	0.787445	-0.00580087	0.835836	0.161896	
970	0.803045	0.56698	0.836962	0.0475464	0.786478	-0.00557479	0.829983	0.161672	
980	0.803339	0.57075	0.832754	0.0448937	0.788465	-0.00554541	0.830702	0.161997	
990	0.801507	0.577674	0.831088	0.0462656	0.787464	-0.00566752	0.830616	0.16179	
1000	0.802791	0.579956	0.831736	0.0462777	0.788098	-0.0056185	0.836317	0.161953	

Mode 2: Initialisation from file conflicts1.net
BEGIN OF REP #288 M.of.INITIAL=	0.33	M.of.NOISE=	0.2
0	0.318521	0.31852	0.318521	2.22182e-007	0	0	0	0	
10	0.821853	0.640911	0.848253	0.0362353	0.802775	-0.00645757	0.850631	0.165074	
20	0.823072	0.647804	0.850982	0.0363579	0.80304	-0.00660069	0.846215	0.165097	
30	0.822528	0.646411	0.845832	0.0381756	0.802284	-0.00642079	0.845012	0.164913	
40	0.820875	0.619734	0.845057	0.0399383	0.804538	-0.00631981	0.849587	0.165435	
50	0.820411	0.642984	0.849004	0.0362912	0.802779	-0.00639082	0.84698	0.165081	
60	0.818943	0.6203	0.845231	0.0426078	0.8021	-0.00627503	0.844768	0.164859	
70	0.819451	0.62912	0.848398	0.0399524	0.802772	-0.00641636	0.850018	0.165042	
80	0.82336	0.623254	0.848885	0.038938	0.802376	-0.00632836	0.847289	0.164938	
90	0.820905	0.623766	0.849759	0.0424533	0.801901	-0.00626022	0.849938	0.164841	
100	0.818465	0.618093	0.846623	0.0413256	0.801697	-0.00631276	0.846418	0.164789	
110	0.822152	0.627387	0.846317	0.0405036	0.803985	-0.00657649	0.850228	0.165274	
120	0.822069	0.6505	0.844639	0.0352785	0.802915	-0.00633791	0.848866	0.165057	
130	0.820536	0.618634	0.849261	0.0409768	0.803011	-0.00642922	0.848222	0.165134	
140	0.821428	0.61798	0.8487	0.041491	0.802608	-0.00629178	0.847444	0.165013	
150	0.820147	0.630675	0.843895	0.0378997	0.804741	-0.00635474	0.850464	0.165454	
160	0.820629	0.626838	0.847558	0.0397487	0.804011	-0.00640158	0.851642	0.165281	
170	0.82226	0.643922	0.848201	0.0374247	0.803547	-0.00663426	0.849921	0.165207	
180	0.821791	0.649313	0.84612	0.0367517	0.803634	-0.00641715	0.847408	0.165215	
190	0.821049	0.637711	0.847623	0.0368657	0.806006	-0.00640551	0.856335	0.16574	
200	0.820314	0.645048	0.848126	0.0366029	0.803581	-0.0064633	0.849672	0.165188	
210	0.82086	0.623389	0.843917	0.0403688	0.803721	-0.0062215	0.847444	0.165167	
220	0.821749	0.641354	0.847571	0.0382265	0.803652	-0.00645374	0.85039	0.165269	
230	0.821577	0.605496	0.847725	0.041625	0.803256	-0.00617436	0.849113	0.165113	
240	0.822305	0.63617	0.849998	0.0409147	0.80167	-0.00622116	0.846782	0.164779	
250	0.820711	0.629845	0.849587	0.0401544	0.802245	-0.00638891	0.848291	0.164927	
260	0.820359	0.613662	0.852166	0.0431771	0.802513	-0.00623502	0.844803	0.164936	
270	0.82124	0.632158	0.848548	0.0375308	0.801394	-0.00641551	0.844358	0.164721	
280	0.820824	0.611686	0.844418	0.0414201	0.801537	-0.00618456	0.851991	0.164749	
290	0.820673	0.633772	0.84613	0.0391808	0.801489	-0.00619391	0.843931	0.164731	
300	0.820152	0.632962	0.846349	0.0393132	0.803359	-0.00626926	0.847462	0.165158	
310	0.822244	0.618869	0.846623	0.0390555	0.801874	-0.0064214	0.845732	0.16488	
320	0.820827	0.618668	0.847683	0.039989	0.80139	-0.00647902	0.846427	0.164763	
330	0.820756	0.622207	0.850481	0.0414984	0.803109	-0.00645913	0.842954	0.165064	
340	0.821691	0.639237	0.850947	0.0368801	0.802056	-0.00631844	0.847637	0.164917	
350	0.821544	0.651564	0.845778	0.035792	0.803266	-0.00645687	0.847182	0.165133	
360	0.819693	0.60927	0.846118	0.0405227	0.80208	-0.00612934	0.843835	0.164815	
370	0.819584	0.611745	0.856511	0.0425266	0.802888	-0.00640254	0.845871	0.165014	
380	0.821561	0.592736	0.847521	0.0412146	0.803529	-0.00635686	0.847369	0.16515	
390	0.820325	0.633676	0.845869	0.0405747	0.803601	-0.00623628	0.849973	0.165178	
400	0.819822	0.603535	0.84908	0.0399657	0.803414	-0.00603623	0.848733	0.165111	
410	0.821404	0.615895	0.850254	0.0415062	0.80415	-0.00642024	0.852946	0.165352	
420	0.82005	0.626393	0.844339	0.0407404	0.80209	-0.00649759	0.843615	0.164874	
430	0.822544	0.638787	0.846514	0.0374959	0.80266	-0.00612168	0.848734	0.164969	
440	0.820666	0.638817	0.844132	0.0371132	0.804658	-0.00667468	0.851408	0.165486	
450	0.821483	0.624028	0.848904	0.0395918	0.803307	-0.00629993	0.847337	0.165113	
460	0.821478	0.634191	0.843781	0.0401037	0.803814	-0.00621213	0.84865	0.165223	
470	0.821152	0.633703	0.852692	0.038915	0.803968	-0.00617951	0.846694	0.165229	
480	0.821076	0.616343	0.846709	0.0411306	0.800592	-0.00626256	0.850385	0.164626	
490	0.820767	0.603818	0.848585	0.0414494	0.803207	-0.00620695	0.848942	0.16513	
500	0.82035	0.623154	0.850139	0.0403562	0.801889	-0.00606693	0.847382	0.164831	
510	0.821914	0.626867	0.849204	0.0394532	0.803236	-0.00662226	0.852533	0.165135	
520	0.822363	0.641261	0.848053	0.03915	0.803022	-0.00665794	0.853187	0.165165	
530	0.822429	0.627502	0.849817	0.0411743	0.802262	-0.00657438	0.848723	0.164993	
540	0.820927	0.623635	0.852949	0.0416057	0.805074	-0.00627855	0.851273	0.165466	
550	0.821723	0.63235	0.853367	0.0412351	0.803806	-0.00630306	0.848117	0.165233	
560	0.821106	0.622157	0.846028	0.0387474	0.801843	-0.00643848	0.843371	0.164834	
570	0.819232	0.616998	0.845739	0.0392797	0.802732	-0.0062452	0.848039	0.165	
580	0.822098	0.618362	0.846947	0.0400232	0.801648	-0.0061947	0.851181	0.16477	
590	0.821319	0.627476	0.847234	0.0407526	0.803541	-0.00638011	0.849822	0.1652	
600	0.821358	0.637611	0.846765	0.0387912	0.803451	-0.00647903	0.847649	0.165176	
610	0.821465	0.622486	0.848315	0.0366217	0.802809	-0.00613596	0.8481	0.165025	
620	0.821387	0.621852	0.847632	0.0425101	0.802401	-0.00636298	0.846642	0.164963	
630	0.820171	0.645305	0.844668	0.037709	0.801912	-0.00638979	0.849707	0.164846	
640	0.819987	0.628867	0.842339	0.0396651	0.801743	-0.00630031	0.848854	0.164887	
650	0.821101	0.635468	0.845916	0.0388287	0.803067	-0.0063905	0.847129	0.165097	
660	0.823106	0.630458	0.850251	0.0386379	0.803017	-0.00648184	0.847218	0.165076	
670	0.82291	0.643264	0.848953	0.0389052	0.803606	-0.00631615	0.844834	0.165176	
680	0.820334	0.645141	0.845781	0.0378632	0.801796	-0.00625697	0.844664	0.164818	
690	0.820116	0.634222	0.847045	0.0372918	0.801538	-0.0065541	0.845607	0.164785	
700	0.820134	0.636755	0.847618	0.0391844	0.804683	-0.0063391	0.851706	0.165445	
710	0.822263	0.633008	0.85084	0.0382164	0.801766	-0.00657342	0.850124	0.164858	
720	0.821618	0.645169	0.849231	0.0383792	0.802486	-0.00650947	0.845092	0.164981	
730	0.820739	0.61933	0.84636	0.0392708	0.800864	-0.00635533	0.8469	0.164653	
740	0.820122	0.630834	0.847241	0.0387477	0.804477	-0.00605141	0.84673	0.16534	
750	0.819546	0.618922	0.847035	0.0401196	0.8018	-0.00623266	0.842844	0.164774	
760	0.819883	0.602811	0.850828	0.0419582	0.800841	-0.00597865	0.843508	0.164593	
770	0.822104	0.642585	0.847858	0.0381359	0.803574	-0.00666709	0.845535	0.165173	
780	0.821479	0.634997	0.848388	0.0403533	0.80114	-0.00626336	0.842653	0.164654	
790	0.822179	0.641692	0.849899	0.0382827	0.802941	-0.00635951	0.847497	0.165058	
800	0.820522	0.63661	0.851603	0.0385479	0.804109	-0.0061773	0.847359	0.165255	
810	0.821589	0.634936	0.845164	0.0389044	0.802842	-0.00650807	0.853543	0.165159	
820	0.821041	0.643544	0.849567	0.0379867	0.803469	-0.00624369	0.844675	0.165132	
830	0.82103	0.630154	0.849387	0.0378789	0.80203	-0.00623308	0.849905	0.164873	
840	0.822209	0.635584	0.850561	0.0396697	0.802712	-0.00632571	0.850129	0.165005	
850	0.82291	0.631417	0.849846	0.039737	0.80458	-0.0065917	0.848571	0.165423	
860	0.820382	0.592769	0.850553	0.0421226	0.802093	-0.00610048	0.849002	0.164831	
870	0.819818	0.621177	0.847563	0.0392779	0.802732	-0.00617593	0.846127	0.16499	
880	0.82118	0.646787	0.84307	0.0352031	0.801897	-0.00652003	0.84809	0.164857	
890	0.821293	0.641872	0.846354	0.0372189	0.8026	-0.00617092	0.84595	0.164946	
900	0.818417	0.629569	0.847342	0.0406537	0.802464	-0.00626447	0.851705	0.164985	
910	0.820486	0.622897	0.847786	0.0416996	0.802234	-0.0065383	0.849233	0.164996	
920	0.820273	0.620611	0.848454	0.0403639	0.804275	-0.00627354	0.850527	0.16535	
930	0.820962	0.634336	0.847341	0.0390259	0.800749	-0.00659548	0.847272	0.164663	
940	0.820772	0.623279	0.851753	0.0417006	0.803189	-0.0061805	0.850596	0.165136	
950	0.819704	0.627198	0.848978	0.0411934	0.802363	-0.00640457	0.848284	0.164947	
960	0.821338	0.619518	0.847414	0.0396256	0.801129	-0.00612906	0.843927	0.164649	
970	0.820203	0.634049	0.852534	0.0391448	0.802851	-0.00634715	0.848409	0.165013	
980	0.821868	0.614402	0.846109	0.0394208	0.800271	-0.00616788	0.844244	0.164464	
990	0.82077	0.605191	0.847885	0.0439325	0.804047	-0.00623087	0.85111	0.165343	
1000	0.821198	0.581956	0.8475	0.0411875	0.803293	-0.00616216	0.847297	0.165135	

Mode 2: Initialisation from file conflicts1.net
BEGIN OF REP #289 M.of.INITIAL=	0.33	M.of.NOISE=	0.25
0	0.318521	0.31852	0.318521	1.97067e-007	0	0	0	0	
10	0.83868	0.684004	0.860482	0.0316749	0.815732	-0.00673951	0.859231	0.167688	
20	0.837202	0.670661	0.862097	0.0346584	0.817208	-0.0067104	0.861031	0.167989	
30	0.838048	0.684185	0.864042	0.033383	0.815242	-0.00682252	0.860192	0.167607	
40	0.836349	0.683286	0.859533	0.0336048	0.816068	-0.00667961	0.859002	0.167756	
50	0.837858	0.657633	0.864663	0.034799	0.816806	-0.00692503	0.864347	0.167952	
60	0.837226	0.672687	0.864255	0.0333243	0.815412	-0.00677045	0.858883	0.167615	
70	0.837166	0.683448	0.857321	0.0318078	0.816853	-0.00699071	0.85987	0.167958	
80	0.83831	0.68301	0.861968	0.031769	0.815525	-0.00671445	0.860038	0.167684	
90	0.837892	0.668969	0.863961	0.0353394	0.816671	-0.0067762	0.859341	0.1679	
100	0.837302	0.664261	0.858287	0.0357216	0.818355	-0.00655775	0.862256	0.16822	
110	0.838028	0.669794	0.860816	0.0344592	0.816414	-0.00669546	0.860265	0.167827	
120	0.836926	0.665817	0.86025	0.0355423	0.818877	-0.0066316	0.861595	0.168324	
130	0.837729	0.664615	0.868822	0.0324636	0.814875	-0.00695158	0.857326	0.167538	
140	0.837628	0.678355	0.857523	0.0316854	0.816014	-0.0068679	0.858781	0.167734	
150	0.836788	0.653342	0.859625	0.035221	0.816017	-0.00681766	0.862106	0.167759	
160	0.836719	0.650196	0.858964	0.0352581	0.8172	-0.00669694	0.860323	0.167981	
170	0.836269	0.674233	0.858873	0.0329955	0.81689	-0.0066502	0.862203	0.167919	
180	0.837166	0.671805	0.861557	0.0350317	0.81768	-0.00675392	0.85925	0.168083	
190	0.837659	0.699567	0.857422	0.0291813	0.815558	-0.00693231	0.860994	0.167675	
200	0.837889	0.685772	0.859349	0.0308071	0.818118	-0.00699203	0.862247	0.168238	
210	0.837859	0.674035	0.865945	0.0338341	0.817167	-0.00675965	0.857994	0.167961	
220	0.837232	0.678315	0.863145	0.033923	0.816716	-0.00682555	0.862833	0.16794	
230	0.837561	0.676791	0.862517	0.0335556	0.81532	-0.00693791	0.860289	0.167621	
240	0.835171	0.659994	0.862742	0.035432	0.817636	-0.00688101	0.862985	0.168103	
250	0.837251	0.682509	0.862876	0.0339948	0.8177	-0.00664513	0.859796	0.168078	
260	0.83815	0.664774	0.857154	0.0353767	0.817808	-0.00675501	0.860909	0.168113	
270	0.836711	0.682248	0.859911	0.0324398	0.816899	-0.00688077	0.864347	0.167942	
280	0.836223	0.684793	0.858457	0.0321636	0.815098	-0.0068171	0.86031	0.167566	
290	0.838566	0.691208	0.858038	0.0311586	0.816779	-0.0066407	0.860977	0.167903	
300	0.837114	0.671109	0.861256	0.0329295	0.814042	-0.00688963	0.858872	0.167348	
310	0.83851	0.672297	0.859214	0.0321825	0.816995	-0.00669943	0.862103	0.167935	
320	0.838284	0.678494	0.860708	0.0324602	0.815803	-0.00687877	0.860068	0.167749	
330	0.837679	0.693833	0.864325	0.030699	0.816152	-0.00677077	0.858332	0.167823	
340	0.83645	0.66843	0.861525	0.0355713	0.816493	-0.00688481	0.859406	0.167846	
350	0.837601	0.67801	0.860875	0.0339296	0.81785	-0.00670939	0.862911	0.168161	
360	0.837864	0.667461	0.857825	0.0339504	0.81674	-0.00661601	0.862901	0.167898	
370	0.838399	0.67934	0.862083	0.0323166	0.817309	-0.00669919	0.858533	0.167975	
380	0.837874	0.673644	0.860879	0.0342791	0.814932	-0.00676614	0.86451	0.16756	
390	0.838812	0.680737	0.864359	0.0315901	0.81477	-0.00694382	0.859777	0.167528	
400	0.837052	0.663186	0.858099	0.0327187	0.815244	-0.00688529	0.860185	0.167605	
410	0.837506	0.680057	0.862466	0.0334605	0.815098	-0.0067898	0.859329	0.167577	
420	0.837944	0.673595	0.859402	0.0332974	0.816414	-0.00693506	0.861182	0.167851	
430	0.837258	0.668777	0.855526	0.0329726	0.815718	-0.0068647	0.864534	0.167736	
440	0.836702	0.659877	0.859536	0.0336162	0.815977	-0.00658856	0.860067	0.167762	
450	0.838281	0.669103	0.863	0.0327861	0.817467	-0.00667588	0.861959	0.168033	
460	0.837376	0.66954	0.864576	0.033909	0.816756	-0.00688729	0.865836	0.167927	
470	0.837907	0.671722	0.85996	0.0334391	0.816726	-0.00712568	0.860981	0.167928	
480	0.837758	0.677169	0.863292	0.0326549	0.816927	-0.00686638	0.859488	0.167956	
490	0.83661	0.677083	0.858599	0.0336733	0.816067	-0.00682619	0.864123	0.167803	
500	0.837502	0.682738	0.860976	0.0337164	0.816234	-0.00658576	0.861971	0.167787	
510	0.838473	0.675112	0.861635	0.0321007	0.817082	-0.00683249	0.86003	0.167977	
520	0.838048	0.697145	0.863311	0.0313262	0.816269	-0.00684024	0.862622	0.167841	
530	0.837548	0.665766	0.856762	0.0350644	0.817866	-0.00674347	0.860815	0.168145	
540	0.838292	0.675031	0.858675	0.0334912	0.815732	-0.00664281	0.862284	0.167718	
550	0.837728	0.677184	0.863683	0.0330493	0.817895	-0.00687145	0.859462	0.168134	
560	0.835879	0.657456	0.859212	0.0345439	0.814776	-0.00682871	0.857745	0.167499	
570	0.838668	0.682613	0.858821	0.0329865	0.815715	-0.00691373	0.859307	0.16774	
580	0.836953	0.674536	0.862281	0.0339593	0.816921	-0.00668179	0.86293	0.16794	
590	0.8385	0.677304	0.862158	0.0329633	0.815766	-0.00683308	0.858821	0.167678	
600	0.837413	0.671662	0.859787	0.0338894	0.81587	-0.0068616	0.861721	0.167765	
610	0.837941	0.664757	0.865534	0.0336948	0.816686	-0.00688881	0.862759	0.167905	
620	0.837993	0.681563	0.865496	0.0333443	0.81591	-0.00684738	0.860558	0.167758	
630	0.837432	0.678097	0.859116	0.033047	0.818024	-0.00673821	0.860857	0.168168	
640	0.838468	0.668036	0.861175	0.0340235	0.816453	-0.00681764	0.860463	0.16787	
650	0.837602	0.687922	0.86107	0.0305247	0.817227	-0.00707108	0.860919	0.168042	
660	0.83836	0.681019	0.859416	0.0330539	0.816285	-0.00659767	0.860696	0.16781	
670	0.838573	0.671298	0.86038	0.0330365	0.816717	-0.00681526	0.859612	0.1679	
680	0.837845	0.682459	0.860797	0.031418	0.815556	-0.00662637	0.862273	0.167642	
690	0.837461	0.676795	0.86195	0.0327745	0.816828	-0.00687947	0.864614	0.167961	
700	0.837069	0.675614	0.86191	0.0341318	0.817069	-0.00688782	0.86064	0.167985	
710	0.837561	0.685233	0.855204	0.0322486	0.816841	-0.00687103	0.863797	0.167951	
720	0.836182	0.67196	0.861012	0.033568	0.816941	-0.00668424	0.860251	0.167935	
730	0.837451	0.674503	0.863109	0.0335578	0.816821	-0.00680843	0.859596	0.167927	
740	0.837444	0.683321	0.858205	0.0319779	0.818176	-0.00700081	0.861595	0.168214	
750	0.839283	0.677199	0.858423	0.0322818	0.817637	-0.00651874	0.862722	0.168083	
760	0.837848	0.679075	0.865617	0.0324345	0.816795	-0.00694039	0.860841	0.167915	
770	0.837126	0.665072	0.862421	0.0346336	0.816314	-0.00656346	0.859047	0.167802	
780	0.838218	0.678897	0.861413	0.0321226	0.816759	-0.00690323	0.862611	0.167945	
790	0.837558	0.687296	0.856723	0.0312576	0.817004	-0.0069446	0.863253	0.167983	
800	0.836813	0.675438	0.859356	0.034163	0.81603	-0.00684373	0.858724	0.167758	
810	0.83842	0.689222	0.860159	0.0321302	0.814705	-0.00672225	0.857206	0.167467	
820	0.835261	0.675074	0.85954	0.0328551	0.817755	-0.00682551	0.864934	0.168116	
830	0.838318	0.682578	0.865911	0.0328607	0.81767	-0.00686805	0.861566	0.168116	
840	0.837843	0.658474	0.859172	0.0336799	0.816671	-0.00667332	0.859336	0.167891	
850	0.837868	0.679661	0.861041	0.0321477	0.81694	-0.00671086	0.862514	0.167985	
860	0.836626	0.670808	0.861559	0.0338045	0.816979	-0.00669993	0.861774	0.167971	
870	0.838627	0.664266	0.865391	0.0321443	0.816519	-0.00701477	0.859692	0.167886	
880	0.837434	0.684562	0.860938	0.0325474	0.815511	-0.00685273	0.86142	0.167674	
890	0.83666	0.660236	0.85886	0.0359885	0.815819	-0.00683594	0.860204	0.167717	
900	0.838135	0.685662	0.862354	0.0310722	0.816971	-0.00706025	0.859152	0.16797	
910	0.837165	0.665753	0.858712	0.0333035	0.816859	-0.00681377	0.858084	0.167936	
920	0.838737	0.676434	0.863463	0.03373	0.814588	-0.00668803	0.857399	0.167414	
930	0.837394	0.655855	0.863249	0.0369151	0.817543	-0.0066496	0.859445	0.168051	
940	0.838477	0.676397	0.865898	0.0327946	0.815719	-0.00689554	0.861608	0.167688	
950	0.836932	0.676794	0.859829	0.0337541	0.816331	-0.0069262	0.859621	0.167815	
960	0.836906	0.688439	0.861222	0.0321027	0.817451	-0.00699573	0.864535	0.168106	
970	0.837215	0.674234	0.858059	0.0344103	0.816683	-0.00664477	0.862007	0.167875	
980	0.837599	0.648332	0.859772	0.0342979	0.817503	-0.0067631	0.862831	0.168083	
990	0.83734	0.670537	0.863224	0.0340646	0.816747	-0.00676401	0.85956	0.167898	
1000	0.838092	0.686107	0.861598	0.0326145	0.816914	-0.00681738	0.860811	0.167958	

Mode 2: Initialisation from file conflicts1.net
BEGIN OF REP #290 M.of.INITIAL=	0.33	M.of.NOISE=	0.3
0	0.318521	0.31852	0.318521	2.24602e-007	0	0	0	0	
10	0.852533	0.722113	0.876015	0.0272493	0.830397	-0.00733487	0.874082	0.170738	
